,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
2793,"4Evning - 19,22",15.64,16.71,0.059,0.04,NA,NA,NA,NA,240,2013-08-27 20:00:00
2794,"4Evning - 19,22",12.83,14.675,0.059,0.04,NA,NA,NA,NA,240,2013-08-27 21:00:00
2795,"4Evning - 19,22",11.22,13.56,0.059,0.041,NA,NA,NA,NA,240,2013-08-27 22:00:00
2796,"5Night - 23,2",10.06,12.62,0.059,0.041,NA,NA,NA,NA,240,2013-08-27 23:00:00
2797,"5Night - 23,2",8.54,11.725,0.059,0.042,NA,NA,NA,NA,240,2013-08-28 00:00:00
2798,"5Night - 23,2",8.14,10.935,0.059,0.042,NA,NA,NA,NA,240,2013-08-28 01:00:00
2799,"5Night - 23,2",6.759,10.355,0.059,0.043,NA,NA,NA,NA,240,2013-08-28 02:00:00
2800,"6Erly Morn - 3,6",6.708,10.655,0.059,0.043,NA,NA,NA,NA,240,2013-08-28 03:00:00
2801,"6Erly Morn - 3,6",8.38,11.96,0.059,0.044,NA,NA,NA,NA,240,2013-08-28 04:00:00
2802,"6Erly Morn - 3,6",9.77,12.8,0.059,0.045,NA,NA,NA,NA,240,2013-08-28 05:00:00
2803,"6Erly Morn - 3,6",10.29,13.205,0.059,0.045,NA,NA,NA,NA,240,2013-08-28 06:00:00
2804,"1Morning - 7,10",10.82,13.72,0.059,0.045,NA,NA,NA,NA,240,2013-08-28 07:00:00
2805,"1Morning - 7,10",12.49,15.075,0.06,0.045,NA,NA,NA,NA,240,2013-08-28 08:00:00
2806,"1Morning - 7,10",17.91,17.945,0.06,0.045,NA,NA,NA,NA,240,2013-08-28 09:00:00
2807,"1Morning - 7,10",20.73,19.885,0.06,0.045,NA,NA,NA,NA,240,2013-08-28 10:00:00
2808,"2Day - 11,14",19.82,18.785,0.06,0.044,NA,NA,NA,NA,240,2013-08-28 11:00:00
2809,"2Day - 11,14",19.54,18.43,0.06,0.042,NA,NA,NA,NA,241,2013-08-28 12:00:00
2810,"2Day - 11,14",19.96,18.12,0.06,0.04,NA,NA,NA,NA,241,2013-08-28 13:00:00
2811,"2Day - 11,14",19.28,17.95,0.06,0.038,NA,NA,NA,NA,241,2013-08-28 14:00:00
2812,"3Afternoon - 15,18",19.6,19.125,0.059,0.037,NA,NA,NA,NA,241,2013-08-28 15:00:00
2813,"3Afternoon - 15,18",20.73,20.45,0.059,0.037,NA,NA,NA,NA,241,2013-08-28 16:00:00
2814,"3Afternoon - 15,18",20.54,20.28,0.058,0.036,NA,NA,NA,NA,241,2013-08-28 17:00:00
2815,"3Afternoon - 15,18",21,19.76,0.057,0.036,NA,NA,NA,NA,241,2013-08-28 18:00:00
2816,"4Evning - 19,22",18.26,17.545,0.057,0.036,NA,NA,NA,NA,241,2013-08-28 19:00:00
2817,"4Evning - 19,22",11.65,13.31,0.056,0.036,NA,NA,NA,NA,241,2013-08-28 20:00:00
2818,"4Evning - 19,22",8.6,11.46,0.056,0.037,NA,NA,NA,NA,241,2013-08-28 21:00:00
2819,"4Evning - 19,22",7.114,10.75,0.056,0.038,NA,NA,NA,NA,241,2013-08-28 22:00:00
2820,"5Night - 23,2",6.872,10.315,0.056,0.039,NA,NA,NA,NA,241,2013-08-28 23:00:00
2821,"5Night - 23,2",6.002,10.025,0.056,0.04,NA,NA,NA,NA,241,2013-08-29 00:00:00
2822,"5Night - 23,2",7.019,11.02,0.056,0.04,NA,NA,NA,NA,241,2013-08-29 01:00:00
2823,"5Night - 23,2",8.75,12.195,0.056,0.041,NA,NA,NA,NA,241,2013-08-29 02:00:00
2824,"6Erly Morn - 3,6",10.09,13.09,0.056,0.041,NA,NA,NA,NA,241,2013-08-29 03:00:00
2825,"6Erly Morn - 3,6",11.27,13.86,0.056,0.041,NA,NA,NA,NA,241,2013-08-29 04:00:00
2826,"6Erly Morn - 3,6",12.65,14.75,0.056,0.042,NA,NA,NA,NA,241,2013-08-29 05:00:00
2827,"6Erly Morn - 3,6",13.99,15.535,0.056,0.042,NA,NA,NA,NA,241,2013-08-29 06:00:00
2828,"1Morning - 7,10",14.26,16.05,0.057,0.042,NA,NA,NA,NA,241,2013-08-29 07:00:00
2829,"1Morning - 7,10",15.36,17.12,0.057,0.043,NA,NA,NA,NA,241,2013-08-29 08:00:00
2830,"1Morning - 7,10",16.53,18.135,0.057,0.042,NA,NA,NA,NA,241,2013-08-29 09:00:00
2831,"1Morning - 7,10",16.79,19.14,0.057,0.042,NA,NA,NA,NA,241,2013-08-29 10:00:00
2832,"2Day - 11,14",17.66,19.915,0.057,0.042,NA,NA,NA,NA,241,2013-08-29 11:00:00
2833,"2Day - 11,14",18.61,21.23,0.058,0.042,NA,NA,NA,NA,242,2013-08-29 12:00:00
2834,"2Day - 11,14",19.3,21.41,0.058,0.04,NA,NA,NA,NA,242,2013-08-29 13:00:00
2835,"2Day - 11,14",18.94,21.5,0.058,0.04,NA,NA,NA,NA,242,2013-08-29 14:00:00
2836,"3Afternoon - 15,18",20.19,21.86,0.058,0.038,NA,NA,NA,NA,242,2013-08-29 15:00:00
2837,"3Afternoon - 15,18",19.32,21.3,0.058,0.037,NA,NA,NA,NA,242,2013-08-29 16:00:00
2838,"3Afternoon - 15,18",18.9,20.65,0.057,0.037,NA,NA,NA,NA,242,2013-08-29 17:00:00
2839,"3Afternoon - 15,18",18.33,19.955,0.056,0.037,NA,NA,NA,NA,242,2013-08-29 18:00:00
2840,"4Evning - 19,22",18.2,19.43,0.056,0.037,NA,NA,NA,NA,242,2013-08-29 19:00:00
2841,"4Evning - 19,22",17.63,18.605,0.056,0.037,NA,NA,NA,NA,242,2013-08-29 20:00:00
2842,"4Evning - 19,22",16.18,17.805,0.056,0.04,NA,NA,NA,NA,242,2013-08-29 21:00:00
2843,"4Evning - 19,22",15.46,17.22,0.057,0.044,NA,NA,NA,NA,242,2013-08-29 22:00:00
2844,"5Night - 23,2",14.66,16.79,0.057,0.044,NA,NA,NA,NA,242,2013-08-29 23:00:00
2845,"5Night - 23,2",14.84,16.91,0.057,0.045,NA,NA,NA,NA,242,2013-08-30 00:00:00
2846,"5Night - 23,2",15,16.95,0.057,0.046,NA,NA,NA,NA,242,2013-08-30 01:00:00
2847,"5Night - 23,2",15.36,17.045,0.057,0.046,NA,NA,NA,NA,242,2013-08-30 02:00:00
2848,"6Erly Morn - 3,6",15.27,16.985,0.057,0.047,NA,NA,NA,NA,242,2013-08-30 03:00:00
2849,"6Erly Morn - 3,6",14.89,16.725,0.057,0.052,NA,NA,NA,NA,242,2013-08-30 04:00:00
2850,"6Erly Morn - 3,6",14.56,16.5,0.057,0.051,NA,NA,NA,NA,242,2013-08-30 05:00:00
2851,"6Erly Morn - 3,6",14.29,16.32,0.057,0.052,NA,NA,NA,NA,242,2013-08-30 06:00:00
2852,"1Morning - 7,10",13.87,16.2,0.058,0.051,NA,NA,NA,NA,242,2013-08-30 07:00:00
2853,"1Morning - 7,10",14.07,16.515,0.058,0.051,NA,NA,NA,NA,242,2013-08-30 08:00:00
2854,"1Morning - 7,10",14.62,17.15,0.058,0.051,NA,NA,NA,NA,242,2013-08-30 09:00:00
2855,"1Morning - 7,10",16.38,18.68,0.058,0.051,NA,NA,NA,NA,242,2013-08-30 10:00:00
2856,"2Day - 11,14",16.7,20.035,0.059,0.05,NA,NA,NA,NA,242,2013-08-30 11:00:00
2857,"2Day - 11,14",16.33,21.105,0.062,0.049,NA,NA,NA,NA,243,2013-08-30 12:00:00
2858,"2Day - 11,14",16.27,21.065,0.062,0.047,NA,NA,NA,NA,243,2013-08-30 13:00:00
2859,"2Day - 11,14",17.86,21.45,0.062,0.046,NA,NA,NA,NA,243,2013-08-30 14:00:00
2860,"3Afternoon - 15,18",16.95,20.39,0.061,0.044,NA,NA,NA,NA,243,2013-08-30 15:00:00
2861,"3Afternoon - 15,18",16.56,20.32,0.061,0.043,NA,NA,NA,NA,243,2013-08-30 16:00:00
2862,"3Afternoon - 15,18",17.55,20.105,0.06,0.042,NA,NA,NA,NA,243,2013-08-30 17:00:00
2863,"3Afternoon - 15,18",17.14,19.585,0.06,0.042,NA,NA,NA,NA,243,2013-08-30 18:00:00
2864,"4Evning - 19,22",17.6,18.845,0.06,0.042,NA,NA,NA,NA,243,2013-08-30 19:00:00
2865,"4Evning - 19,22",16.39,17.935,0.06,0.042,NA,NA,NA,NA,243,2013-08-30 20:00:00
2866,"4Evning - 19,22",16.77,17.815,0.06,0.042,NA,NA,NA,NA,243,2013-08-30 21:00:00
2867,"4Evning - 19,22",16.97,17.6,0.059,0.042,NA,NA,NA,NA,243,2013-08-30 22:00:00
2868,"5Night - 23,2",16.66,16.82,0.059,0.042,NA,NA,NA,NA,243,2013-08-30 23:00:00
2869,"5Night - 23,2",14.87,15.665,0.059,0.041,NA,NA,NA,NA,243,2013-08-31 00:00:00
2870,"5Night - 23,2",14.49,15.07,0.059,0.041,NA,NA,NA,NA,243,2013-08-31 01:00:00
2871,"5Night - 23,2",11.89,12.865,0.059,0.041,NA,NA,NA,NA,243,2013-08-31 02:00:00
2872,"6Erly Morn - 3,6",7.957,10.495,0.059,0.041,NA,NA,NA,NA,243,2013-08-31 03:00:00
2873,"6Erly Morn - 3,6",6.853,9.39,0.059,0.042,NA,NA,NA,NA,243,2013-08-31 04:00:00
2874,"6Erly Morn - 3,6",3.609,7.9095,0.059,0.042,NA,NA,NA,NA,243,2013-08-31 05:00:00
2875,"6Erly Morn - 3,6",3.099,7.7945,0.059,0.043,NA,NA,NA,NA,243,2013-08-31 06:00:00
2876,"1Morning - 7,10",4.193,9.06,0.059,0.043,NA,NA,NA,NA,243,2013-08-31 07:00:00
2877,"1Morning - 7,10",6.425,11.345,0.06,0.043,NA,NA,NA,NA,243,2013-08-31 08:00:00
2878,"1Morning - 7,10",11.3,14.195,0.06,0.044,NA,NA,NA,NA,243,2013-08-31 09:00:00
2879,"1Morning - 7,10",10.64,16.505,0.06,0.042,NA,NA,NA,NA,243,2013-08-31 10:00:00
2880,"2Day - 11,14",10.6,17.57,0.06,0.042,NA,NA,NA,NA,243,2013-08-31 11:00:00
2881,"2Day - 11,14",8.2,16.765,0.06,0.04,NA,NA,NA,NA,244,2013-08-31 12:00:00
2882,"2Day - 11,14",8.52,16.38,0.06,0.038,NA,NA,NA,NA,244,2013-08-31 13:00:00
2883,"2Day - 11,14",10.66,16.785,0.06,0.037,NA,NA,NA,NA,244,2013-08-31 14:00:00
2884,"3Afternoon - 15,18",10.36,17.495,0.059,0.035,NA,NA,NA,NA,244,2013-08-31 15:00:00
2885,"3Afternoon - 15,18",13.7,18.555,0.058,0.035,NA,NA,NA,NA,244,2013-08-31 16:00:00
2886,"3Afternoon - 15,18",17,18.24,0.057,0.034,NA,NA,NA,NA,244,2013-08-31 17:00:00
2887,"3Afternoon - 15,18",16.93,17.135,0.056,0.034,NA,NA,NA,NA,244,2013-08-31 18:00:00
2888,"4Evning - 19,22",14.09,14.93,0.056,0.034,NA,NA,NA,NA,244,2013-08-31 19:00:00
2889,"4Evning - 19,22",11.07,12.99,0.056,0.034,NA,NA,NA,NA,244,2013-08-31 20:00:00
2890,"4Evning - 19,22",8.88,11.605,0.056,0.035,NA,NA,NA,NA,244,2013-08-31 21:00:00
2891,"4Evning - 19,22",7.334,10.11,0.056,0.035,NA,NA,NA,NA,244,2013-08-31 22:00:00
2892,"5Night - 23,2",5.811,9.265,0.056,0.036,NA,NA,NA,NA,244,2013-08-31 23:00:00
2893,"5Night - 23,2",5.912,9.095,0.056,0.037,NA,NA,NA,NA,244,2013-09-01 00:00:00
2894,"5Night - 23,2",5.091,8.36,0.056,0.037,NA,NA,NA,NA,244,2013-09-01 01:00:00
2895,"5Night - 23,2",4.264,8.115,0.056,0.038,NA,NA,NA,NA,244,2013-09-01 02:00:00
2896,"6Erly Morn - 3,6",4.953,8.535,0.057,0.038,NA,NA,NA,NA,244,2013-09-01 03:00:00
2897,"6Erly Morn - 3,6",7.198,9.64,0.057,0.039,NA,NA,NA,NA,244,2013-09-01 04:00:00
2898,"6Erly Morn - 3,6",7.235,9.34,0.057,0.039,NA,NA,NA,NA,244,2013-09-01 05:00:00
2899,"6Erly Morn - 3,6",5.201,8.545,0.057,0.039,NA,NA,NA,NA,244,2013-09-01 06:00:00
2900,"1Morning - 7,10",5.166,9.57,0.057,0.04,NA,NA,NA,NA,244,2013-09-01 07:00:00
2901,"1Morning - 7,10",7.395,12.31,0.057,0.041,NA,NA,NA,NA,244,2013-09-01 08:00:00
2902,"1Morning - 7,10",11.95,15.635,0.058,0.041,NA,NA,NA,NA,244,2013-09-01 09:00:00
2903,"1Morning - 7,10",12.81,16.235,0.058,0.04,NA,NA,NA,NA,244,2013-09-01 10:00:00
2904,"2Day - 11,14",11.44,16.67,0.057,0.039,NA,NA,NA,NA,244,2013-09-01 11:00:00
2905,"2Day - 11,14",11.73,17.38,0.057,0.038,NA,NA,NA,NA,245,2013-09-01 12:00:00
2906,"2Day - 11,14",9.54,17.875,0.057,0.037,NA,NA,NA,NA,245,2013-09-01 13:00:00
2907,"2Day - 11,14",11.15,18.475,0.057,0.036,NA,NA,NA,NA,245,2013-09-01 14:00:00
2908,"3Afternoon - 15,18",13.18,18.215,0.057,0.035,NA,NA,NA,NA,245,2013-09-01 15:00:00
2909,"3Afternoon - 15,18",12.36,17.485,0.056,0.036,NA,NA,NA,NA,245,2013-09-01 16:00:00
2910,"3Afternoon - 15,18",13.57,17.07,0.056,0.036,NA,NA,NA,NA,245,2013-09-01 17:00:00
2911,"3Afternoon - 15,18",13.13,16.09,0.056,0.036,NA,NA,NA,NA,245,2013-09-01 18:00:00
2912,"4Evning - 19,22",13.47,15.465,0.055,0.036,NA,NA,NA,NA,245,2013-09-01 19:00:00
2913,"4Evning - 19,22",13.05,14.755,0.055,0.036,NA,NA,NA,NA,245,2013-09-01 20:00:00
2914,"4Evning - 19,22",12.51,14.025,0.055,0.036,NA,NA,NA,NA,245,2013-09-01 21:00:00
2915,"4Evning - 19,22",12.29,13.895,0.055,0.037,NA,NA,NA,NA,245,2013-09-01 22:00:00
2916,"5Night - 23,2",12.88,14.23,0.055,0.037,NA,NA,NA,NA,245,2013-09-01 23:00:00
2917,"5Night - 23,2",13.24,14.02,0.055,0.038,NA,NA,NA,NA,245,2013-09-02 00:00:00
2918,"5Night - 23,2",13.32,13.835,0.055,0.038,NA,NA,NA,NA,245,2013-09-02 01:00:00
2919,"5Night - 23,2",12.91,13.52,0.055,0.038,NA,NA,NA,NA,245,2013-09-02 02:00:00
2920,"6Erly Morn - 3,6",12.92,13.635,0.056,0.038,NA,NA,NA,NA,245,2013-09-02 03:00:00
2921,"6Erly Morn - 3,6",12.79,13.72,0.056,0.038,NA,NA,NA,NA,245,2013-09-02 04:00:00
2922,"6Erly Morn - 3,6",13.28,14.26,0.056,0.039,NA,NA,NA,NA,245,2013-09-02 05:00:00
2923,"6Erly Morn - 3,6",13.88,14.76,0.056,0.039,NA,NA,NA,NA,245,2013-09-02 06:00:00
2924,"1Morning - 7,10",14.04,15.13,0.056,0.039,NA,NA,NA,NA,245,2013-09-02 07:00:00
2925,"1Morning - 7,10",13.69,15.265,0.057,0.04,NA,NA,NA,NA,245,2013-09-02 08:00:00
2926,"1Morning - 7,10",13.19,15.335,0.057,0.042,NA,NA,NA,NA,245,2013-09-02 09:00:00
2927,"1Morning - 7,10",13.62,16.415,0.057,0.042,NA,NA,NA,NA,245,2013-09-02 10:00:00
2928,"2Day - 11,14",14.62,17.58,0.057,0.042,NA,NA,NA,NA,245,2013-09-02 11:00:00
2929,"2Day - 11,14",14.55,18.605,0.057,0.042,NA,NA,NA,NA,246,2013-09-02 12:00:00
2930,"2Day - 11,14",14.88,19.645,0.057,0.041,NA,NA,NA,NA,246,2013-09-02 13:00:00
2931,"2Day - 11,14",14.51,20.62,0.057,0.04,NA,NA,NA,NA,246,2013-09-02 14:00:00
2932,"3Afternoon - 15,18",16.21,20.97,0.057,0.039,NA,NA,NA,NA,246,2013-09-02 15:00:00
2933,"3Afternoon - 15,18",16.22,20.295,0.057,0.037,NA,NA,NA,NA,246,2013-09-02 16:00:00
2934,"3Afternoon - 15,18",16.8,20.23,0.056,0.037,NA,NA,NA,NA,246,2013-09-02 17:00:00
2935,"3Afternoon - 15,18",17.6,19.42,0.056,0.037,NA,NA,NA,NA,246,2013-09-02 18:00:00
2936,"4Evning - 19,22",16.58,18.19,0.056,0.037,NA,NA,NA,NA,246,2013-09-02 19:00:00
2937,"4Evning - 19,22",15.96,17.46,0.056,0.037,NA,NA,NA,NA,246,2013-09-02 20:00:00
2938,"4Evning - 19,22",15.61,17.21,0.055,0.037,NA,NA,NA,NA,246,2013-09-02 21:00:00
2939,"4Evning - 19,22",15.7,17.205,0.056,0.037,NA,NA,NA,NA,246,2013-09-02 22:00:00
2940,"5Night - 23,2",15.84,17.185,0.056,0.038,NA,NA,NA,NA,246,2013-09-02 23:00:00
2941,"5Night - 23,2",15.66,17.075,0.056,0.038,NA,NA,NA,NA,246,2013-09-03 00:00:00
2942,"5Night - 23,2",15.42,16.89,0.056,0.038,NA,NA,NA,NA,246,2013-09-03 01:00:00
2943,"5Night - 23,2",15.19,16.745,0.056,0.039,NA,NA,NA,NA,246,2013-09-03 02:00:00
2944,"6Erly Morn - 3,6",15.06,16.59,0.056,0.039,NA,NA,NA,NA,246,2013-09-03 03:00:00
2945,"6Erly Morn - 3,6",14.7,16.325,0.056,0.039,NA,NA,NA,NA,246,2013-09-03 04:00:00
2946,"6Erly Morn - 3,6",14.49,16.155,0.056,0.039,NA,NA,NA,NA,246,2013-09-03 05:00:00
2947,"6Erly Morn - 3,6",14.37,16.095,0.056,0.04,NA,NA,NA,NA,246,2013-09-03 06:00:00
2948,"1Morning - 7,10",14.16,16.225,0.056,0.04,NA,NA,NA,NA,246,2013-09-03 07:00:00
2949,"1Morning - 7,10",14.5,16.885,0.057,0.041,NA,NA,NA,NA,246,2013-09-03 08:00:00
2950,"1Morning - 7,10",15.52,17.68,0.057,0.041,NA,NA,NA,NA,246,2013-09-03 09:00:00
2951,"1Morning - 7,10",15.13,17.82,0.057,0.041,NA,NA,NA,NA,246,2013-09-03 10:00:00
2952,"2Day - 11,14",15.13,18.535,0.057,0.041,NA,NA,NA,NA,246,2013-09-03 11:00:00
2953,"2Day - 11,14",12.99,19.57,0.057,0.041,NA,NA,NA,NA,247,2013-09-03 12:00:00
2954,"2Day - 11,14",12.9,19.885,0.058,0.04,NA,NA,NA,NA,247,2013-09-03 13:00:00
2955,"2Day - 11,14",14.05,20.445,0.058,0.038,NA,NA,NA,NA,247,2013-09-03 14:00:00
2956,"3Afternoon - 15,18",18.06,21.335,0.057,0.037,NA,NA,NA,NA,247,2013-09-03 15:00:00
2957,"3Afternoon - 15,18",18.25,21.35,0.056,0.037,NA,NA,NA,NA,247,2013-09-03 16:00:00
2958,"3Afternoon - 15,18",19.99,21.075,0.056,0.037,NA,NA,NA,NA,247,2013-09-03 17:00:00
2959,"3Afternoon - 15,18",16.72,19.405,0.055,0.037,NA,NA,NA,NA,247,2013-09-03 18:00:00
2960,"4Evning - 19,22",15.87,18.21,0.055,0.037,NA,NA,NA,NA,247,2013-09-03 19:00:00
2961,"4Evning - 19,22",15.11,17.24,0.055,0.037,NA,NA,NA,NA,247,2013-09-03 20:00:00
2962,"4Evning - 19,22",14.32,16.77,0.055,0.037,NA,NA,NA,NA,247,2013-09-03 21:00:00
2963,"4Evning - 19,22",14.33,16.215,0.055,0.038,NA,NA,NA,NA,247,2013-09-03 22:00:00
2964,"5Night - 23,2",12.88,14.925,0.055,0.038,NA,NA,NA,NA,247,2013-09-03 23:00:00
2965,"5Night - 23,2",11.73,14.26,0.055,0.038,NA,NA,NA,NA,247,2013-09-04 00:00:00
2966,"5Night - 23,2",11.7,14.19,0.055,0.039,NA,NA,NA,NA,247,2013-09-04 01:00:00
2967,"5Night - 23,2",11.39,13.465,0.055,0.039,NA,NA,NA,NA,247,2013-09-04 02:00:00
2968,"6Erly Morn - 3,6",9.5,11.58,0.055,0.039,NA,NA,NA,NA,247,2013-09-04 03:00:00
2969,"6Erly Morn - 3,6",6.595,9.675,0.055,0.039,NA,NA,NA,NA,247,2013-09-04 04:00:00
2970,"6Erly Morn - 3,6",4.742,8.315,0.055,0.04,NA,NA,NA,NA,247,2013-09-04 05:00:00
2971,"6Erly Morn - 3,6",3.335,7.5265,0.055,0.04,NA,NA,NA,NA,247,2013-09-04 06:00:00
2972,"1Morning - 7,10",3.786,8.86,0.055,0.04,NA,NA,NA,NA,247,2013-09-04 07:00:00
2973,"1Morning - 7,10",7.664,12.105,0.056,0.041,NA,NA,NA,NA,247,2013-09-04 08:00:00
2974,"1Morning - 7,10",9.91,15.215,0.056,0.041,NA,NA,NA,NA,247,2013-09-04 09:00:00
2975,"1Morning - 7,10",14.61,20.13,0.057,0.042,NA,NA,NA,NA,247,2013-09-04 10:00:00
2976,"2Day - 11,14",15.03,21.295,0.057,0.042,NA,NA,NA,NA,247,2013-09-04 11:00:00
2977,"2Day - 11,14",12.86,20.51,0.057,0.04,NA,NA,NA,NA,248,2013-09-04 12:00:00
2978,"2Day - 11,14",14.74,22.175,0.057,0.039,NA,NA,NA,NA,248,2013-09-04 13:00:00
2979,"2Day - 11,14",20.74,23.675,0.057,0.038,NA,NA,NA,NA,248,2013-09-04 14:00:00
2980,"3Afternoon - 15,18",23.4,24.09,0.056,0.036,NA,NA,NA,NA,248,2013-09-04 15:00:00
2981,"3Afternoon - 15,18",24.67,24.58,0.055,0.036,NA,NA,NA,NA,248,2013-09-04 16:00:00
2982,"3Afternoon - 15,18",24.53,24.18,0.055,0.035,NA,NA,NA,NA,248,2013-09-04 17:00:00
2983,"3Afternoon - 15,18",22.68,21.595,0.054,0.035,NA,NA,NA,NA,248,2013-09-04 18:00:00
2984,"4Evning - 19,22",17.6,17.72,0.053,0.036,NA,NA,NA,NA,248,2013-09-04 19:00:00
2985,"4Evning - 19,22",13.3,15.94,0.053,0.036,NA,NA,NA,NA,248,2013-09-04 20:00:00
2986,"4Evning - 19,22",13.66,16.345,0.054,0.036,NA,NA,NA,NA,248,2013-09-04 21:00:00
2987,"4Evning - 19,22",13.8,16.03,0.054,0.036,NA,NA,NA,NA,248,2013-09-04 22:00:00
2988,"5Night - 23,2",12.85,15.39,0.054,0.037,NA,NA,NA,NA,248,2013-09-04 23:00:00
2989,"5Night - 23,2",12.8,15.44,0.054,0.037,NA,NA,NA,NA,248,2013-09-05 00:00:00
2990,"5Night - 23,2",13.46,15.685,0.054,0.037,NA,NA,NA,NA,248,2013-09-05 01:00:00
2991,"5Night - 23,2",13.61,15.23,0.054,0.038,NA,NA,NA,NA,248,2013-09-05 02:00:00
2992,"6Erly Morn - 3,6",11.92,13.73,0.054,0.038,NA,NA,NA,NA,248,2013-09-05 03:00:00
2993,"6Erly Morn - 3,6",10.51,13.365,0.054,0.038,NA,NA,NA,NA,248,2013-09-05 04:00:00
2994,"6Erly Morn - 3,6",10.86,13.19,0.054,0.038,NA,NA,NA,NA,248,2013-09-05 05:00:00
2995,"6Erly Morn - 3,6",10.25,13.15,0.054,0.038,NA,NA,NA,NA,248,2013-09-05 06:00:00
2996,"1Morning - 7,10",10.29,13.275,0.054,0.039,NA,NA,NA,NA,248,2013-09-05 07:00:00
2997,"1Morning - 7,10",10.08,14.175,0.054,0.04,NA,NA,NA,NA,248,2013-09-05 08:00:00
2998,"1Morning - 7,10",11.36,16.205,0.055,0.039,NA,NA,NA,NA,248,2013-09-05 09:00:00
2999,"1Morning - 7,10",15.33,17.755,0.055,0.039,NA,NA,NA,NA,248,2013-09-05 10:00:00
3000,"2Day - 11,14",13.31,18.21,0.055,0.039,NA,NA,NA,NA,248,2013-09-05 11:00:00
3001,"2Day - 11,14",9.58,19.225,0.055,0.039,NA,NA,NA,NA,249,2013-09-05 12:00:00
3002,"2Day - 11,14",12.37,19.3,0.056,0.038,NA,NA,NA,NA,249,2013-09-05 13:00:00
3003,"2Day - 11,14",13.51,19.36,0.055,0.036,NA,NA,NA,NA,249,2013-09-05 14:00:00
3004,"3Afternoon - 15,18",14.56,18.885,0.054,0.035,NA,NA,NA,NA,249,2013-09-05 15:00:00
3005,"3Afternoon - 15,18",13.58,17.365,0.053,0.034,NA,NA,NA,NA,249,2013-09-05 16:00:00
3006,"3Afternoon - 15,18",11.82,16.845,0.053,0.034,NA,NA,NA,NA,249,2013-09-05 17:00:00
3007,"3Afternoon - 15,18",13.48,16.51,0.053,0.034,NA,NA,NA,NA,249,2013-09-05 18:00:00
3008,"4Evning - 19,22",13.85,15,0.052,0.034,NA,NA,NA,NA,249,2013-09-05 19:00:00
3009,"4Evning - 19,22",10.34,12.065,0.052,0.034,NA,NA,NA,NA,249,2013-09-05 20:00:00
3010,"4Evning - 19,22",7.096,10.17,0.053,0.035,NA,NA,NA,NA,249,2013-09-05 21:00:00
3011,"4Evning - 19,22",5.785,9.09,0.053,0.036,NA,NA,NA,NA,249,2013-09-05 22:00:00
3012,"5Night - 23,2",4.522,8.65,0.053,0.036,NA,NA,NA,NA,249,2013-09-05 23:00:00
3013,"5Night - 23,2",4.613,8.4,0.053,0.037,NA,NA,NA,NA,249,2013-09-06 00:00:00
3014,"5Night - 23,2",4.246,7.7615,0.053,0.037,NA,NA,NA,NA,249,2013-09-06 01:00:00
3015,"5Night - 23,2",3.26,7.0635,0.053,0.037,NA,NA,NA,NA,249,2013-09-06 02:00:00
3016,"6Erly Morn - 3,6",2.821,6.6775,0.053,0.038,NA,NA,NA,NA,249,2013-09-06 03:00:00
3017,"6Erly Morn - 3,6",1.766,6.199,0.053,0.038,NA,NA,NA,NA,249,2013-09-06 04:00:00
3018,"6Erly Morn - 3,6",2.176,6.2535,0.054,0.038,NA,NA,NA,NA,249,2013-09-06 05:00:00
3019,"6Erly Morn - 3,6",2.051,5.7565,0.054,0.038,NA,NA,NA,NA,249,2013-09-06 06:00:00
3020,"1Morning - 7,10",0.586,5.522,0.054,0.039,NA,NA,NA,NA,249,2013-09-06 07:00:00
3021,"1Morning - 7,10",2.061,8.705,0.053,0.039,NA,NA,NA,NA,249,2013-09-06 08:00:00
3022,"1Morning - 7,10",5.221,13.6,0.051,0.039,NA,NA,NA,NA,249,2013-09-06 09:00:00
3023,"1Morning - 7,10",10.91,16.8,0.066,0.039,NA,NA,NA,NA,249,2013-09-06 10:00:00
3024,"2Day - 11,14",13.04,17.2,0.066,0.039,NA,NA,NA,NA,249,2013-09-06 11:00:00
3025,"2Day - 11,14",11.95,18.215,0.066,0.038,NA,NA,NA,NA,250,2013-09-06 12:00:00
3026,"2Day - 11,14",11.73,18.63,0.067,0.037,NA,NA,NA,NA,250,2013-09-06 13:00:00
3027,"2Day - 11,14",12.26,18.67,0.067,0.035,NA,NA,NA,NA,250,2013-09-06 14:00:00
3028,"3Afternoon - 15,18",14.64,18.525,0.067,0.035,NA,NA,NA,NA,250,2013-09-06 15:00:00
3029,"3Afternoon - 15,18",17.58,18.045,0.067,0.033,NA,NA,NA,NA,250,2013-09-06 16:00:00
3030,"3Afternoon - 15,18",18.06,17.12,0.067,0.033,NA,NA,NA,NA,250,2013-09-06 17:00:00
3031,"3Afternoon - 15,18",15.16,15.345,0.067,0.032,NA,NA,NA,NA,250,2013-09-06 18:00:00
3032,"4Evning - 19,22",13.36,13.945,0.066,0.033,NA,NA,NA,NA,250,2013-09-06 19:00:00
3033,"4Evning - 19,22",11.53,12.68,0.066,0.034,NA,NA,NA,NA,250,2013-09-06 20:00:00
