,Time,Loci1_FL_temp,Loci1_NF_temp,Loci1_FL_Wat,Loci1_NF_Wat,Loci2_FL_temp,Loci2_NF_temp,Loci2_FL_Wat,Loci2_NF_Wat,Day,Rtime
236,"1Morning - 7,10",8.59,8.69,0.117,0.088,11.665,8.935,0.081,0.07,133,2013-05-13 07:00:00
237,"1Morning - 7,10",9.95,9.91,0.116,0.088,13.23,10.49,0.081,0.0685,133,2013-05-13 08:00:00
238,"1Morning - 7,10",10.73,10.945,0.115,0.088,16.505,12.675,0.0795,0.0665,133,2013-05-13 09:00:00
239,"1Morning - 7,10",11.34,12.16,0.114,0.088,20.375,14.455,0.0825,0.0795,133,2013-05-13 10:00:00
240,"2Day - 11,14",11.32,12.715,0.113,0.087,24.6,16.21,0.1,0.1465,133,2013-05-13 11:00:00
241,"2Day - 11,14",11.67,13.395,0.112,0.087,26.37,17.15,0.1255,0.1595,134,2013-05-13 12:00:00
242,"2Day - 11,14",9.62,12.125,0.11,0.085,25.2,16.05,0.1255,0.1445,134,2013-05-13 13:00:00
243,"2Day - 11,14",10.34,12.955,0.109,0.085,30.25,18.6,0.1245,0.135,134,2013-05-13 14:00:00
244,"3Afternoon - 15,18",9.39,12.285,0.108,0.086,30.785,18.115,0.122,0.1265,134,2013-05-13 15:00:00
245,"3Afternoon - 15,18",9.88,12.735,0.107,0.086,32.185,18.82,0.12,0.1225,134,2013-05-13 16:00:00
246,"3Afternoon - 15,18",8.89,11.945,0.106,0.084,29.585,17.275,0.1185,0.1185,134,2013-05-13 17:00:00
247,"3Afternoon - 15,18",8.67,11.03,0.105,0.084,27.89,16.15,0.1165,0.1155,134,2013-05-13 18:00:00
248,"4Evning - 19,22",4.444,7.687,0.106,0.086,25.195,14.695,0.1155,0.114,134,2013-05-13 19:00:00
249,"4Evning - 19,22",4.303,7.531,0.112,0.094,21.965,12.65,0.115,0.1135,134,2013-05-13 20:00:00
250,"4Evning - 19,22",5.611,7.754,0.112,0.092,19.045,10.65,0.116,0.118,134,2013-05-13 21:00:00
251,"4Evning - 19,22",6.172,7.7885,0.112,0.091,16.635,9.1,0.1215,0.1395,134,2013-05-13 22:00:00
252,"5Night - 23,2",5.091,6.8665,0.111,0.09,15.02,8.0225,0.122,0.1385,134,2013-05-13 23:00:00
253,"5Night - 23,2",5.476,6.8265,0.111,0.089,13.76,7.2065,0.123,0.1415,134,2013-05-14 00:00:00
254,"5Night - 23,2",6.522,7.3135,0.111,0.089,12.695,6.4875,0.125,0.142,134,2013-05-14 01:00:00
255,"5Night - 23,2",7.252,7.677,0.111,0.089,11.79,5.885,0.125,0.14,134,2013-05-14 02:00:00
256,"6Erly Morn - 3,6",6.877,7.3285,0.11,0.088,11.07,5.491,0.125,0.1375,134,2013-05-14 03:00:00
257,"6Erly Morn - 3,6",6.134,6.93,0.11,0.088,10.43,5.142,0.128,0.136,134,2013-05-14 04:00:00
258,"6Erly Morn - 3,6",6.331,6.952,0.11,0.088,9.84,4.8335,0.1305,0.13,134,2013-05-14 05:00:00
259,"6Erly Morn - 3,6",5.452,6.4855,0.11,0.088,9.58,4.8285,0.1315,0.1245,134,2013-05-14 06:00:00
260,"1Morning - 7,10",4.664,6.5975,0.116,0.092,10.41,5.966,0.1335,0.1205,134,2013-05-14 07:00:00
261,"1Morning - 7,10",5.971,8.125,0.117,0.092,12.905,9.1,0.1355,0.117,134,2013-05-14 08:00:00
262,"1Morning - 7,10",8.5,10.2,0.117,0.092,16.935,12.455,0.1325,0.1115,134,2013-05-14 09:00:00
263,"1Morning - 7,10",6.583,8.985,0.12,0.092,21.695,15.63,0.133,0.111,134,2013-05-14 10:00:00
264,"2Day - 11,14",4.907,8.775,0.133,0.097,24.42,17.12,0.136,0.1255,134,2013-05-14 11:00:00
265,"2Day - 11,14",5.48,9.75,0.135,0.098,28.15,19.21,0.1505,0.1715,135,2013-05-14 12:00:00
266,"2Day - 11,14",5.902,9.99,0.134,0.098,28.68,18.905,0.155,0.181,135,2013-05-14 13:00:00
267,"2Day - 11,14",5.1,9.505,0.137,0.098,26.56,17.27,0.1555,0.18,135,2013-05-14 14:00:00
268,"3Afternoon - 15,18",4.661,8.71,0.138,0.099,27.4,17.595,0.154,0.1755,135,2013-05-14 15:00:00
269,"3Afternoon - 15,18",4.509,8.46,0.142,0.101,25.455,16.475,0.1525,0.171,135,2013-05-14 16:00:00
270,"3Afternoon - 15,18",4.85,8.295,0.14,0.099,22.52,14.715,0.151,0.1685,135,2013-05-14 17:00:00
271,"3Afternoon - 15,18",5.129,8.19,0.141,0.099,20.55,13.29,0.1505,0.165,135,2013-05-14 18:00:00
272,"4Evning - 19,22",5.28,7.925,0.14,0.099,19.04,12.315,0.15,0.1635,135,2013-05-14 19:00:00
273,"4Evning - 19,22",4.861,7.3485,0.14,0.099,17.31,11.145,0.149,0.162,135,2013-05-14 20:00:00
274,"4Evning - 19,22",4.595,6.875,0.141,0.099,15.99,10.42,0.148,0.161,135,2013-05-14 21:00:00
275,"4Evning - 19,22",4.156,6.355,0.147,0.103,14.925,9.805,0.148,0.1595,135,2013-05-14 22:00:00
276,"5Night - 23,2",3.681,5.9675,0.158,0.109,14.14,9.395,0.148,0.1605,135,2013-05-14 23:00:00
277,"5Night - 23,2",3.3,5.879,0.187,0.116,13.545,9.1,0.151,0.1685,135,2013-05-15 00:00:00
278,"5Night - 23,2",3.292,5.8375,0.245,0.124,13.015,8.84,0.1495,0.164,135,2013-05-15 01:00:00
279,"5Night - 23,2",3.737,5.897,0.246,0.122,12.67,8.78,0.1495,0.1615,135,2013-05-15 02:00:00
280,"6Erly Morn - 3,6",4.319,5.9835,0.223,0.121,12.46,8.955,0.15,0.16,135,2013-05-15 03:00:00
281,"6Erly Morn - 3,6",5.315,6.4315,0.194,0.118,12.02,8.46,0.1525,0.157,135,2013-05-15 04:00:00
282,"6Erly Morn - 3,6",7.175,7.4025,0.173,0.116,11.53,7.8835,0.1565,0.1515,135,2013-05-15 05:00:00
283,"6Erly Morn - 3,6",7.724,7.651,0.159,0.113,11.305,7.701,0.16,0.144,135,2013-05-15 06:00:00
284,"1Morning - 7,10",7.954,7.9515,0.149,0.112,11.295,7.6605,0.1615,0.136,135,2013-05-15 07:00:00
285,"1Morning - 7,10",8.47,8.555,0.143,0.111,11.53,7.783,0.164,0.1365,135,2013-05-15 08:00:00
286,"1Morning - 7,10",9.29,9.495,0.139,0.109,13.09,8.815,0.1725,0.1545,135,2013-05-15 09:00:00
287,"1Morning - 7,10",10.56,10.82,0.135,0.108,15.26,10.715,0.174,0.1405,135,2013-05-15 10:00:00
288,"2Day - 11,14",11.05,11.29,0.131,0.107,18.765,13.03,0.172,0.1295,135,2013-05-15 11:00:00
289,"2Day - 11,14",11.16,12.205,0.128,0.106,19.835,13.63,0.1695,0.122,136,2013-05-15 12:00:00
290,"2Day - 11,14",11.55,13,0.125,0.106,19.655,12.995,0.1665,0.1195,136,2013-05-15 13:00:00
291,"2Day - 11,14",11.27,12.82,0.122,0.106,17.835,11.485,0.162,0.113,136,2013-05-15 14:00:00
292,"3Afternoon - 15,18",10.76,13.135,0.12,0.105,18.505,11.815,0.1565,0.108,136,2013-05-15 15:00:00
293,"3Afternoon - 15,18",11.35,13.955,0.118,0.104,19.955,12.67,0.153,0.1045,136,2013-05-15 16:00:00
294,"3Afternoon - 15,18",10.62,13.39,0.116,0.103,20.195,12.525,0.1495,0.1015,136,2013-05-15 17:00:00
295,"3Afternoon - 15,18",9.56,12.31,0.114,0.1,19.24,11.785,0.146,0.1,136,2013-05-15 18:00:00
296,"4Evning - 19,22",8.81,11.245,0.113,0.099,17.695,10.89,0.1445,0.0985,136,2013-05-15 19:00:00
297,"4Evning - 19,22",7.09,9.145,0.112,0.098,16.785,10.295,0.1435,0.0975,136,2013-05-15 20:00:00
298,"4Evning - 19,22",6.521,8.525,0.111,0.098,15.295,9.595,0.1425,0.097,136,2013-05-15 21:00:00
299,"4Evning - 19,22",7.171,8.6,0.11,0.097,13.355,8.1465,0.1415,0.0965,136,2013-05-15 22:00:00
300,"5Night - 23,2",6.534,8.18,0.109,0.098,11.89,6.832,0.1405,0.0965,136,2013-05-15 23:00:00
301,"5Night - 23,2",5.934,7.7725,0.109,0.098,10.85,5.9145,0.14,0.096,136,2013-05-16 00:00:00
302,"5Night - 23,2",5.1,7.2475,0.108,0.098,10.365,5.656,0.139,0.0965,136,2013-05-16 01:00:00
303,"5Night - 23,2",4.56,6.8275,0.108,0.098,9.465,4.9315,0.139,0.097,136,2013-05-16 02:00:00
304,"6Erly Morn - 3,6",4.275,6.498,0.111,0.101,8.72,4.2605,0.1415,0.099,136,2013-05-16 03:00:00
305,"6Erly Morn - 3,6",3.613,5.76,0.13,0.118,8.072,3.6815,0.1455,0.102,136,2013-05-16 04:00:00
306,"6Erly Morn - 3,6",2.527,5.1825,0.151,0.122,7.9985,3.7025,0.1515,0.1045,136,2013-05-16 05:00:00
307,"6Erly Morn - 3,6",2.83,5.484,0.153,0.12,8.4,4.392,0.1575,0.1045,136,2013-05-16 06:00:00
308,"1Morning - 7,10",3.83,6.3595,0.159,0.12,9.235,5.4095,0.1595,0.102,136,2013-05-16 07:00:00
309,"1Morning - 7,10",5.642,7.8115,0.156,0.12,10.3,6.647,0.1605,0.0985,136,2013-05-16 08:00:00
310,"1Morning - 7,10",9.03,11.125,0.152,0.12,14.35,10.52,0.1585,0.0945,136,2013-05-16 09:00:00
311,"1Morning - 7,10",11.04,13.045,0.147,0.118,18.075,12.89,0.155,0.091,136,2013-05-16 10:00:00
312,"2Day - 11,14",10.04,12.56,0.142,0.116,23.385,16.19,0.154,0.089,136,2013-05-16 11:00:00
313,"2Day - 11,14",8.02,11.535,0.139,0.115,26.485,17.435,0.1505,0.087,137,2013-05-16 12:00:00
314,"2Day - 11,14",7.695,12.59,0.136,0.114,26.46,16.93,0.1515,0.096,137,2013-05-16 13:00:00
315,"2Day - 11,14",9.52,14.835,0.133,0.112,25.79,16.92,0.1625,0.1235,137,2013-05-16 14:00:00
316,"3Afternoon - 15,18",8.68,12.805,0.129,0.109,27.815,17.625,0.164,0.135,137,2013-05-16 15:00:00
317,"3Afternoon - 15,18",6.254,12.5,0.127,0.108,28.685,17.51,0.1695,0.1625,137,2013-05-16 16:00:00
318,"3Afternoon - 15,18",9.28,14.065,0.125,0.108,26.085,15.34,0.1725,0.1715,137,2013-05-16 17:00:00
319,"3Afternoon - 15,18",11,14.06,0.124,0.11,24.26,14.04,0.1795,0.1985,137,2013-05-16 18:00:00
320,"4Evning - 19,22",7.535,11.12,0.122,0.108,23.125,13.15,0.1855,0.218,137,2013-05-16 19:00:00
321,"4Evning - 19,22",6.652,9.82,0.121,0.106,20.445,11.675,0.19,0.231,137,2013-05-16 20:00:00
322,"4Evning - 19,22",5.867,8.855,0.12,0.106,18.36,10.745,0.195,0.24,137,2013-05-16 21:00:00
323,"4Evning - 19,22",4.727,7.7335,0.119,0.107,16.835,10.1,0.1955,0.23,137,2013-05-16 22:00:00
324,"5Night - 23,2",3.058,6.554,0.119,0.105,15.43,9.285,0.193,0.216,137,2013-05-16 23:00:00
325,"5Night - 23,2",4.041,6.759,0.118,0.104,14.245,8.565,0.1915,0.21,137,2013-05-17 00:00:00
326,"5Night - 23,2",4.066,6.3215,0.118,0.103,13.045,7.6875,0.1905,0.2085,137,2013-05-17 01:00:00
327,"5Night - 23,2",3.318,5.8065,0.117,0.103,12.35,7.259,0.1905,0.21,137,2013-05-17 02:00:00
328,"6Erly Morn - 3,6",1.89,4.694,0.117,0.102,12.05,7.273,0.1925,0.2135,137,2013-05-17 03:00:00
329,"6Erly Morn - 3,6",0.845,3.824,0.117,0.102,12.13,7.83,0.196,0.2155,137,2013-05-17 04:00:00
330,"6Erly Morn - 3,6",-0.792,2.712,0.117,0.102,11.92,8.022,0.2015,0.2145,137,2013-05-17 05:00:00
331,"6Erly Morn - 3,6",0.795,3.816,0.116,0.102,11.765,8.13,0.209,0.2145,137,2013-05-17 06:00:00
332,"1Morning - 7,10",6.173,7.568,0.117,0.102,11.795,8.325,0.2175,0.2225,137,2013-05-17 07:00:00
333,"1Morning - 7,10",11.18,11.415,0.118,0.103,12.6,9.135,0.2205,0.2135,137,2013-05-17 08:00:00
334,"1Morning - 7,10",12.1,12.745,0.117,0.103,12.955,9.44,0.215,0.207,137,2013-05-17 09:00:00
335,"1Morning - 7,10",11.95,13.32,0.116,0.103,14.53,10.47,0.2145,0.203,137,2013-05-17 10:00:00
336,"2Day - 11,14",12.52,13.805,0.115,0.102,15.585,10.95,0.216,0.2,137,2013-05-17 11:00:00
337,"2Day - 11,14",14,16.065,0.114,0.102,16.94,11.8,0.216,0.1955,138,2013-05-17 12:00:00
338,"2Day - 11,14",14.51,16.215,0.113,0.103,19.085,13.11,0.2155,0.192,138,2013-05-17 13:00:00
339,"2Day - 11,14",14.44,16.47,0.112,0.102,19.335,13.045,0.213,0.1875,138,2013-05-17 14:00:00
340,"3Afternoon - 15,18",16.13,17.225,0.111,0.102,19.93,13.39,0.211,0.185,138,2013-05-17 15:00:00
341,"3Afternoon - 15,18",15.47,16.565,0.109,0.101,18.38,12.14,0.2085,0.183,138,2013-05-17 16:00:00
342,"3Afternoon - 15,18",14.16,15.57,0.108,0.103,18.47,12.215,0.2065,0.181,138,2013-05-17 17:00:00
343,"3Afternoon - 15,18",14.9,16.01,0.107,0.103,17.875,11.805,0.2025,0.1795,138,2013-05-17 18:00:00
344,"4Evning - 19,22",14.67,15.21,0.106,0.101,16.895,11.095,0.2005,0.178,138,2013-05-17 19:00:00
345,"4Evning - 19,22",13.02,13.475,0.105,0.1,15.215,10.16,0.198,0.1775,138,2013-05-17 20:00:00
346,"4Evning - 19,22",9.81,10.935,0.104,0.099,13.975,9.41,0.1975,0.178,138,2013-05-17 21:00:00
347,"4Evning - 19,22",5.633,8.19,0.103,0.099,13.165,9.015,0.1955,0.1775,138,2013-05-17 22:00:00
348,"5Night - 23,2",3.85,6.999,0.103,0.098,12.56,8.735,0.1945,0.177,138,2013-05-17 23:00:00
349,"5Night - 23,2",4.221,7.2305,0.103,0.099,12.105,8.555,0.194,0.177,138,2013-05-18 00:00:00
350,"5Night - 23,2",4.579,7.2795,0.102,0.098,11.795,8.49,0.1945,0.1785,138,2013-05-18 01:00:00
351,"5Night - 23,2",3.849,6.6545,0.102,0.098,11.52,8.405,0.195,0.179,138,2013-05-18 02:00:00
352,"6Erly Morn - 3,6",3.591,6.3535,0.104,0.098,11.295,8.375,0.1995,0.1825,138,2013-05-18 03:00:00
353,"6Erly Morn - 3,6",3.525,6.1375,0.103,0.098,11.125,8.365,0.211,0.194,138,2013-05-18 04:00:00
354,"6Erly Morn - 3,6",2.486,5.213,0.103,0.098,10.975,8.325,0.2195,0.196,138,2013-05-18 05:00:00
355,"6Erly Morn - 3,6",1.725,4.83,0.104,0.097,10.905,8.37,0.2235,0.1915,138,2013-05-18 06:00:00
356,"1Morning - 7,10",3.765,6.5815,0.104,0.097,11.005,8.535,0.2265,0.1845,138,2013-05-18 07:00:00
357,"1Morning - 7,10",7.527,9.65,0.104,0.098,11.26,8.83,0.2275,0.1765,138,2013-05-18 08:00:00
358,"1Morning - 7,10",10.83,12.06,0.104,0.099,12.1,9.51,0.227,0.169,138,2013-05-18 09:00:00
359,"1Morning - 7,10",12.27,13.71,0.105,0.099,13.745,10.66,0.2315,0.1675,138,2013-05-18 10:00:00
360,"2Day - 11,14",12.48,14.315,0.105,0.1,14.575,11.13,0.2315,0.158,138,2013-05-18 11:00:00
361,"2Day - 11,14",12.39,14.845,0.103,0.101,15.475,11.74,0.228,0.15,139,2013-05-18 12:00:00
362,"2Day - 11,14",12.64,15.7,0.103,0.101,16.575,12.475,0.2205,0.1405,139,2013-05-18 13:00:00
363,"2Day - 11,14",11.85,15.35,0.103,0.101,16.635,12.505,0.2185,0.136,139,2013-05-18 14:00:00
364,"3Afternoon - 15,18",11.43,15.405,0.103,0.1,17.11,12.845,0.2145,0.13,139,2013-05-18 15:00:00
365,"3Afternoon - 15,18",11.82,15.105,0.102,0.099,17.085,12.8,0.21,0.1265,139,2013-05-18 16:00:00
366,"3Afternoon - 15,18",10.53,13.84,0.101,0.097,16.63,12.445,0.207,0.125,139,2013-05-18 17:00:00
367,"3Afternoon - 15,18",9.64,12.945,0.099,0.096,16.375,12.275,0.2045,0.124,139,2013-05-18 18:00:00
368,"4Evning - 19,22",8.93,11.875,0.098,0.095,16.955,12.805,0.2015,0.1235,139,2013-05-18 19:00:00
369,"4Evning - 19,22",7.482,10.55,0.098,0.094,16.025,12.255,0.2,0.1225,139,2013-05-18 20:00:00
370,"4Evning - 19,22",6.22,9.475,0.097,0.095,15.045,11.62,0.1985,0.122,139,2013-05-18 21:00:00
371,"4Evning - 19,22",6.184,9.3,0.097,0.095,14.245,11.075,0.199,0.122,139,2013-05-18 22:00:00
372,"5Night - 23,2",6.489,9.295,0.097,0.095,13.715,10.805,0.2,0.124,139,2013-05-18 23:00:00
373,"5Night - 23,2",6.518,9.18,0.096,0.095,13.265,10.54,0.201,0.126,139,2013-05-19 00:00:00
374,"5Night - 23,2",6.576,9.125,0.096,0.095,12.79,10.21,0.2015,0.13,139,2013-05-19 01:00:00
375,"5Night - 23,2",6.86,9.19,0.096,0.095,12.18,9.68,0.201,0.131,139,2013-05-19 02:00:00
376,"6Erly Morn - 3,6",6.986,9.19,0.096,0.095,11.29,8.74,0.2015,0.132,139,2013-05-19 03:00:00
377,"6Erly Morn - 3,6",7.038,9.13,0.096,0.095,10.83,8.3,0.202,0.132,139,2013-05-19 04:00:00
378,"6Erly Morn - 3,6",7.086,9.11,0.096,0.095,9.965,7.2955,0.204,0.1315,139,2013-05-19 05:00:00
379,"6Erly Morn - 3,6",7.251,9.38,0.096,0.095,9.625,6.881,0.206,0.131,139,2013-05-19 06:00:00
380,"1Morning - 7,10",8.4,10.405,0.096,0.095,10.355,7.9245,0.207,0.129,139,2013-05-19 07:00:00
381,"1Morning - 7,10",10.65,12.14,0.097,0.096,12.78,11.48,0.2115,0.1285,139,2013-05-19 08:00:00
382,"1Morning - 7,10",14.32,15.155,0.097,0.097,17.62,15.82,0.2135,0.126,139,2013-05-19 09:00:00
383,"1Morning - 7,10",15.54,16.395,0.098,0.097,23.355,19.395,0.2135,0.1225,139,2013-05-19 10:00:00
384,"2Day - 11,14",16.42,17.865,0.099,0.098,27.965,21.36,0.2125,0.12,139,2013-05-19 11:00:00
385,"2Day - 11,14",15,17.85,0.1,0.099,28.225,20.34,0.211,0.1185,140,2013-05-19 12:00:00
386,"2Day - 11,14",14.04,17.825,0.099,0.098,29.91,20.905,0.21,0.117,140,2013-05-19 13:00:00
387,"2Day - 11,14",13.27,17.96,0.099,0.097,29.745,20.245,0.2095,0.115,140,2013-05-19 14:00:00
388,"3Afternoon - 15,18",13.33,18.335,0.099,0.095,30.385,20.54,0.21,0.1175,140,2013-05-19 15:00:00
389,"3Afternoon - 15,18",13.58,18.36,0.098,0.094,29.995,20.245,0.219,0.1475,140,2013-05-19 16:00:00
390,"3Afternoon - 15,18",11.79,17,0.097,0.093,27.85,18.86,0.226,0.194,140,2013-05-19 17:00:00
391,"3Afternoon - 15,18",10.99,16.2,0.096,0.092,26.06,17.705,0.2275,0.2025,140,2013-05-19 18:00:00
392,"4Evning - 19,22",10.59,14.84,0.095,0.091,24.63,16.63,0.227,0.204,140,2013-05-19 19:00:00
393,"4Evning - 19,22",9.75,13.155,0.095,0.09,22.815,15.49,0.2265,0.2015,140,2013-05-19 20:00:00
394,"4Evning - 19,22",6.2,10.135,0.093,0.089,20.695,14.12,0.227,0.197,140,2013-05-19 21:00:00
395,"4Evning - 19,22",3.816,8.185,0.093,0.089,18.84,12.985,0.224,0.196,140,2013-05-19 22:00:00
396,"5Night - 23,2",2.738,7.2285,0.092,0.089,18.07,12.88,0.2225,0.1945,140,2013-05-19 23:00:00
397,"5Night - 23,2",1.999,6.4815,0.092,0.089,17.485,12.79,0.222,0.1935,140,2013-05-20 00:00:00
398,"5Night - 23,2",3.318,7.3235,0.092,0.089,16.945,12.66,0.2215,0.1925,140,2013-05-20 01:00:00
399,"5Night - 23,2",7.186,9.52,0.093,0.09,16.34,12.5,0.2215,0.192,140,2013-05-20 02:00:00
400,"6Erly Morn - 3,6",8.96,10.41,0.092,0.091,15.84,12.34,0.221,0.191,140,2013-05-20 03:00:00
401,"6Erly Morn - 3,6",9.48,10.68,0.093,0.091,15.385,12.13,0.222,0.191,140,2013-05-20 04:00:00
402,"6Erly Morn - 3,6",9.58,10.765,0.092,0.091,15.045,12,0.2235,0.1915,140,2013-05-20 05:00:00
403,"6Erly Morn - 3,6",9.99,11.095,0.092,0.091,14.825,12.03,0.2255,0.19,140,2013-05-20 06:00:00
404,"1Morning - 7,10",10.63,11.7,0.092,0.091,14.765,12.16,0.226,0.189,140,2013-05-20 07:00:00
405,"1Morning - 7,10",11.56,12.57,0.093,0.092,14.805,12.26,0.228,0.1875,140,2013-05-20 08:00:00
406,"1Morning - 7,10",12.26,13.64,0.093,0.093,15.155,12.625,0.2285,0.1855,140,2013-05-20 09:00:00
407,"1Morning - 7,10",13.69,15.285,0.094,0.096,15.665,13.09,0.2275,0.184,140,2013-05-20 10:00:00
408,"2Day - 11,14",15.43,16.705,0.094,0.099,16.65,13.95,0.2275,0.182,140,2013-05-20 11:00:00
409,"2Day - 11,14",14.86,17,0.094,0.097,18.59,15.515,0.2265,0.181,141,2013-05-20 12:00:00
410,"2Day - 11,14",14.44,16.655,0.094,0.096,21.45,17.53,0.225,0.1785,141,2013-05-20 13:00:00
411,"2Day - 11,14",14.28,16.915,0.093,0.095,23.56,18.59,0.225,0.1765,141,2013-05-20 14:00:00
412,"3Afternoon - 15,18",14.45,16.98,0.093,0.094,24.52,18.855,0.2245,0.175,141,2013-05-20 15:00:00
413,"3Afternoon - 15,18",14.41,16.93,0.092,0.093,26.24,19.935,0.222,0.174,141,2013-05-20 16:00:00
414,"3Afternoon - 15,18",13.87,16.345,0.092,0.092,24.91,18.895,0.22,0.173,141,2013-05-20 17:00:00
415,"3Afternoon - 15,18",13.28,16.04,0.091,0.092,22.655,17.365,0.219,0.173,141,2013-05-20 18:00:00
416,"4Evning - 19,22",12.61,14.735,0.091,0.091,21.875,16.975,0.2185,0.1715,141,2013-05-20 19:00:00
417,"4Evning - 19,22",11.49,13.65,0.09,0.09,21.4,16.645,0.2175,0.171,141,2013-05-20 20:00:00
418,"4Evning - 19,22",11.44,13.2,0.09,0.089,19.925,15.675,0.216,0.1705,141,2013-05-20 21:00:00
419,"4Evning - 19,22",11.09,12.66,0.089,0.089,18.705,14.795,0.2145,0.1695,141,2013-05-20 22:00:00
420,"5Night - 23,2",10.77,12.255,0.09,0.089,17.805,14.085,0.213,0.169,141,2013-05-20 23:00:00
421,"5Night - 23,2",10.48,11.875,0.089,0.09,17.1,13.585,0.212,0.1675,141,2013-05-21 00:00:00
422,"5Night - 23,2",10.44,11.68,0.088,0.091,16.425,13.005,0.2105,0.167,141,2013-05-21 01:00:00
423,"5Night - 23,2",10.1,11.345,0.088,0.091,15.825,12.53,0.2105,0.1675,141,2013-05-21 02:00:00
424,"6Erly Morn - 3,6",9.78,11.08,0.088,0.091,15.41,12.26,0.2135,0.1715,141,2013-05-21 03:00:00
425,"6Erly Morn - 3,6",9.66,10.925,0.088,0.091,15.055,12.005,0.2205,0.176,141,2013-05-21 04:00:00
426,"6Erly Morn - 3,6",9.64,10.74,0.088,0.091,14.63,11.535,0.2315,0.178,141,2013-05-21 05:00:00
427,"6Erly Morn - 3,6",9.44,10.545,0.088,0.091,14.175,11.25,0.24,0.1725,141,2013-05-21 06:00:00
428,"1Morning - 7,10",9.39,10.575,0.088,0.092,14.04,11.19,0.246,0.166,141,2013-05-21 07:00:00
429,"1Morning - 7,10",9.51,10.905,0.088,0.091,14.15,11.29,0.245,0.1595,141,2013-05-21 08:00:00
430,"1Morning - 7,10",10.36,11.99,0.088,0.092,14.655,11.7,0.2445,0.151,141,2013-05-21 09:00:00
431,"1Morning - 7,10",10.72,12.475,0.088,0.092,15.425,12.125,0.2445,0.146,141,2013-05-21 10:00:00
432,"2Day - 11,14",12.57,14.725,0.088,0.093,16.52,12.665,0.2445,0.142,141,2013-05-21 11:00:00
433,"2Day - 11,14",12.45,15.21,0.088,0.093,17.885,13.405,0.24,0.1355,142,2013-05-21 12:00:00
434,"2Day - 11,14",12.72,15.925,0.088,0.094,20.995,15.12,0.2355,0.132,142,2013-05-21 13:00:00
435,"2Day - 11,14",11.32,14.64,0.088,0.093,23.06,16.115,0.231,0.1275,142,2013-05-21 14:00:00
436,"3Afternoon - 15,18",11.11,14.815,0.087,0.092,24.135,16.56,0.2275,0.1255,142,2013-05-21 15:00:00
437,"3Afternoon - 15,18",10.7,13.89,0.082,0.09,23.23,16.035,0.2235,0.123,142,2013-05-21 16:00:00
438,"3Afternoon - 15,18",10.2,15.1,0.082,0.089,22.415,15.175,0.2195,0.121,142,2013-05-21 17:00:00
439,"3Afternoon - 15,18",10.61,15.27,0.092,0.089,24.51,16.08,0.2175,0.121,142,2013-05-21 18:00:00
440,"4Evning - 19,22",10.68,14.11,0.091,0.087,22.225,14.765,0.2165,0.1205,142,2013-05-21 19:00:00
441,"4Evning - 19,22",10.35,12.91,0.091,0.087,20.235,13.62,0.218,0.1225,142,2013-05-21 20:00:00
442,"4Evning - 19,22",9.47,11.87,0.09,0.086,18.495,12.555,0.223,0.1315,142,2013-05-21 21:00:00
443,"4Evning - 19,22",9.11,11.4,0.09,0.086,17.26,11.805,0.222,0.1325,142,2013-05-21 22:00:00
444,"5Night - 23,2",8.54,10.935,0.09,0.087,16.415,11.48,0.221,0.132,142,2013-05-21 23:00:00
445,"5Night - 23,2",8.51,10.74,0.09,0.086,15.535,11.145,0.22,0.132,142,2013-05-22 00:00:00
446,"5Night - 23,2",8.78,10.69,0.09,0.086,14.8,10.74,0.219,0.132,142,2013-05-22 01:00:00
447,"5Night - 23,2",8.95,10.7,0.09,0.086,14.27,10.485,0.219,0.1335,142,2013-05-22 02:00:00
448,"6Erly Morn - 3,6",9.14,10.695,0.09,0.086,13.785,10.23,0.219,0.1355,142,2013-05-22 03:00:00
449,"6Erly Morn - 3,6",9.14,10.625,0.09,0.086,13.435,10.1,0.2185,0.137,142,2013-05-22 04:00:00
450,"6Erly Morn - 3,6",9.26,10.61,0.09,0.087,13.155,9.995,0.2195,0.138,142,2013-05-22 05:00:00
451,"6Erly Morn - 3,6",9.4,10.575,0.09,0.088,13.085,10.015,0.221,0.1395,142,2013-05-22 06:00:00
452,"1Morning - 7,10",9.37,10.395,0.09,0.09,13.015,10.06,0.224,0.1405,142,2013-05-22 07:00:00
453,"1Morning - 7,10",10.46,11.4,0.09,0.091,13.16,10.36,0.2285,0.1405,142,2013-05-22 08:00:00
454,"1Morning - 7,10",11.85,12.85,0.091,0.092,13.89,11.195,0.2325,0.1385,142,2013-05-22 09:00:00
455,"1Morning - 7,10",12.22,13.32,0.091,0.092,14.495,11.815,0.2365,0.1365,142,2013-05-22 10:00:00
456,"2Day - 11,14",13.61,14.985,0.091,0.093,16.495,13.56,0.236,0.1345,142,2013-05-22 11:00:00
457,"2Day - 11,14",13.6,14.695,0.091,0.093,19.255,15.725,0.2375,0.132,143,2013-05-22 12:00:00
458,"2Day - 11,14",11.31,13.275,0.09,0.091,24.365,19.1,0.2325,0.1275,143,2013-05-22 13:00:00
459,"2Day - 11,14",11.51,13.75,0.09,0.09,23.3,17.435,0.23,0.125,143,2013-05-22 14:00:00
460,"3Afternoon - 15,18",11.38,14.16,0.09,0.09,27.99,20.655,0.2285,0.124,143,2013-05-22 15:00:00
